ncl,vlsr,tmax,s/n,R,R error,vel disp,vel disp error,LCO,LCO error,Mvir,Mvir error,Mlum,alphavir,pa,Reg,Flag,
472,-8.2,3.4,8.9,37,8,6.5,1.7,200000,30000,1630000,920000,986376.7663,1.84,112,0.7,IA,0
473,-7.2,1.6,4.2,42,17,7.3,2.4,120000,60000,2350000,1710000,573626.2649,4.53,112,0.8,SA,0
474,3,1.3,4.3,32,0,7.4,3.5,50000,30000,1800000,1730000,225298.2857,9.03,122,0.5,SA,1
475,4.3,2.1,5,32,0,6.4,2,120000,40000,1350000,850000,599112.5669,2.54,164,0.4,SA,1
476,8.1,1.8,4.6,40,16,12.1,5.4,210000,60000,6100000,5930000,1013305.574,6.71,163,0.7,IA,0
477,12.4,2.2,5.3,50,13,12.1,2.4,210000,30000,7640000,3860000,1016638.816,8.36,151,0.3,SA,0
478,48.2,2.1,5.7,32,0,10.1,7,150000,200000,3360000,4630000,756462.1796,5.01,171,0.6,SA,1
479,51.8,2.6,7.1,32,0,6,5.2,60000,90000,1200000,2050000,293305.2632,4.56,156,0.7,SA,1
480,58.2,3.4,9.2,32,0,3.4,3.7,70000,90000,390000,850000,349168.3902,1.23,152,0.8,SA,1
481,55.8,2,6.3,32,0,23.8,5.7,130000,20000,18650000,8890000,657636.84,32,126,0.7,IA,1
482,66.8,2.4,6.6,64,7,12.2,2.6,440000,40000,9950000,4520000,2143296,5.16,55,0.7,IA,0
483,50.3,1.8,5,32,0,4.3,6.1,40000,40000,600000,1720000,191882.8156,3.58,169,0.5,IA,1
484,49.2,2.4,6.4,32,11,5.9,2.7,180000,80000,1140000,1080000,885795.2877,1.46,71,0.4,IA,0
485,45.7,1.5,4.5,32,0,2.4,1.6,40000,20000,190000,250000,211876.7525,1.01,12,0.6,IA,1
486,76.3,1.5,4.4,32,0,6.3,2.1,60000,30000,1310000,890000,313736.783,4.7,156,0.3,IA,1
487,81,1.6,4.9,50,16,6.7,2.2,110000,30000,2310000,2100000,531809.0816,4.9,2,0.6,IA,0
488,90.1,1.6,5,32,0,1.6,0.6,30000,20000,90000,60000,155916.5902,0.61,133,0.5,SA,1
489,-2.1,1.7,5,48,12,6.6,2.5,220000,100000,2190000,1720000,1074120.212,2.26,127,0.4,CR,0
490,0.2,3.3,8.5,32,0,8.1,4.7,220000,230000,2160000,2530000,1083352.32,2.25,162,0.5,CR,1
491,-2.7,4.9,13.2,32,0,12.6,8.7,290000,500000,5240000,7200000,1431614.447,4.12,125,0.5,CR,1
492,-2.7,6.2,16.7,56,16,5.5,1.3,590000,330000,1800000,950000,2809620,0.7,122,0.8,CR,0
493,9.3,1.9,5.1,32,0,7.6,4,70000,50000,1900000,2010000,347795.7083,6.17,20,0.3,CR,1
494,14.9,1.8,4.6,21,25,3.1,2.9,60000,50000,210000,450000,304287.5455,0.77,40,0.7,CR,0
495,9.6,5,13.8,47,47,7.4,7.3,300000,370000,2660000,6970000,1443521.217,2.07,129,0.4,CR,0
496,9.7,3.2,8.1,32,0,6.2,3.1,90000,50000,1280000,1290000,451937.6203,3.16,171,0.7,CR,1
497,25.1,8.9,22.5,83,33,7.6,4.6,1920000,2510000,5020000,6750000,9276544.8,0.6,90,0.5,CR,0
498,18.3,5,11.8,30,40,5.4,5.4,160000,340000,890000,2000000,819066.7742,1.24,130,0.5,CR,0
499,18,8.9,22.7,74,31,7,2.8,1250000,450000,3800000,3280000,6101139.13,0.69,43,0.5,CR,0
500,15,9.1,23.7,71,17,10.1,3.6,2040000,2270000,7600000,5980000,9777658.5,0.86,116,0.4,CR,0
501,21.6,6.6,16.7,60,24,5.3,2.2,600000,460000,1790000,1760000,2877572.647,0.68,112,0.8,CR,0
502,27.6,6.1,16.3,51,32,6.1,4,770000,1180000,1990000,3150000,3672068.85,0.6,119,0.5,CR,0
503,27.2,1.9,4.7,32,0,5.5,3.4,60000,50000,1000000,1240000,276809.8522,4.06,24,0.6,CR,1
504,25.1,1.6,3.8,32,0,3.9,3.7,30000,20000,510000,960000,156099.9779,3.62,109,0.5,CR,1
505,22.5,5.2,12.5,26,23,16.4,13.5,380000,640000,7410000,14150000,1812238.071,4.48,6,0.6,CR,0
506,31.4,7.2,17.2,54,25,5.1,3.4,470000,700000,1490000,1860000,2233795.808,0.73,137,0.3,CR,0
507,39.7,3.4,9.2,20,24,6.5,8.4,100000,250000,910000,2690000,478558.5366,2.05,90,0.5,CR,0
508,42.6,6.1,15.3,52,36,5.8,3.8,480000,690000,1790000,1590000,2361528,0.86,150,0.6,CR,0
509,55.2,5.6,14.4,63,16,8,2.6,620000,360000,4210000,3020000,3000738.462,1.56,113,0.4,CR,0
510,64.5,3.3,8.6,40,23,8.6,6.9,470000,380000,3090000,5060000,2274637.351,1.51,107,0.5,CR,0
511,68,3.4,9.1,35,45,5.9,13.3,120000,60000,1240000,5400000,601916.7447,2.35,79,0.8,CR,0
512,79.4,2.7,7.3,42,18,2.6,1.9,130000,120000,290000,460000,672716.5714,0.49,65,0.9,CR,0
513,90.9,1.4,4.2,32,0,3.6,3.3,20000,20000,420000,780000,123143.202,3.91,111,0.5,CR,1
514,-11.8,2.2,6.1,46,24,13.4,6,220000,140000,8640000,8550000,1053800.149,9.1,176,0.5,IA,0
515,-3.6,2.1,6.1,31,29,6,7.1,110000,130000,1150000,3700000,542123.8494,2.39,111,0.6,IA,0
516,-4.9,2,6,45,19,1.7,0.9,130000,90000,140000,160000,603952.2,0.25,86,0.4,SA,0
517,5.2,1.9,5.5,32,0,1.8,1.5,40000,20000,100000,180000,207538.7586,0.58,164,0.5,IA,1
518,-5.4,2.5,6.9,71,34,4.2,2.6,180000,100000,1320000,1890000,886635.878,1.64,164,0.6,IA,0
519,5.8,1.8,5,44,16,11.1,3.9,350000,100000,5640000,4380000,1678415.904,3.75,1,0.2,IA,0
520,0.3,1.6,4.3,32,0,10.4,4.1,80000,30000,3600000,2850000,392418,10.24,120,0.5,IA,1
521,-2.7,1.8,4.8,39,21,4.7,2,90000,80000,900000,990000,438689.9605,2.28,176,0.6,IA,0
522,-1.3,3.2,8.8,32,0,5.1,1.2,220000,40000,870000,420000,1061893.978,0.91,141,0.2,IA,1
523,7.1,2.4,6,80,23,4.2,1.8,250000,230000,1500000,1410000,1213632,1.35,103,0.4,IA,0
524,16.2,3.8,9.5,32,0,5.5,1.9,320000,90000,980000,690000,1582884.507,0.71,5,0.3,IA,1
525,18.1,2.8,7.3,48,34,7.1,3.3,160000,100000,2520000,3960000,795821.0992,3.53,134,0.6,IA,0
526,24.9,2,5,29,15,6.3,3.7,210000,100000,1210000,1700000,1012365.614,1.32,84,0.4,IA,0
527,-3.1,1.7,4.9,32,0,3.6,1.7,60000,20000,430000,410000,310638.6581,1.55,130,0.3,IA,1
528,0.9,1.6,4.6,21,22,5.7,2.1,80000,30000,700000,810000,416915.1,1.9,54,0.8,SA,0
529,9.6,1.4,3.8,32,0,5.5,3.2,60000,50000,990000,1160000,298895.7447,3.76,86,0.7,SA,1
530,5,1.9,5.1,32,0,1.8,1,30000,20000,110000,120000,132277.4505,0.91,154,0.7,SA,1
531,5.5,1.7,4.7,32,0,3.5,1.7,50000,20000,410000,400000,255680.8989,1.78,140,0.4,IA,1
532,5.3,1.7,5.2,32,0,2.5,3.2,40000,50000,200000,510000,200172.4138,1.16,157,0.4,SA,1
533,15.7,3,7,32,0,3.5,1.7,130000,70000,410000,380000,641002.8169,0.71,159,0.3,SA,1
534,54.7,1.4,4.3,32,0,1.8,1.7,50000,50000,100000,200000,250776,0.48,114,0.4,CR,1
535,38.8,1.6,4.2,35,17,6,2.3,120000,40000,1320000,1480000,571429.6875,2.56,10,0.6,SA,0
536,-15.9,3,8.4,27,19,8.1,4.9,220000,230000,1810000,3340000,1099827.096,1.87,130,0.5,CR,0
537,1.8,5.1,13.4,42,52,6.7,6.2,260000,200000,1920000,5640000,1287603.635,1.7,92,0.6,CR,0
538,-7.1,2.9,7.9,43,41,5.8,8.4,50000,40000,1490000,5630000,239573.4265,7.01,33,0.7,CR,0
539,-5.7,4.7,12,42,25,4.3,3.8,430000,450000,820000,1570000,2049112.227,0.44,64,0.8,CR,0
540,-3.1,1.6,4.5,22,25,6,3.7,60000,40000,820000,1490000,283800,3.24,104,0.9,CR,0
541,0.1,4,10.3,62,37,9.6,5.4,320000,180000,5950000,8350000,1532069.543,4.33,130,0.9,CR,0
542,-3,4.6,12.1,37,23,8.2,5.6,460000,530000,2570000,3920000,2239092,1.29,144,0.3,CR,0
543,3.8,3.8,9.3,32,0,3.5,5.1,200000,90000,400000,1170000,1011360,0.45,50,0.4,CR,1
544,8.9,1.7,4.8,32,0,4.9,3,50000,30000,790000,960000,246414.232,3.62,27,0.6,CR,1
545,4.7,4.5,11.9,32,19,1.6,1,180000,200000,90000,120000,864628.3636,0.11,133,0.5,CR,0
546,11.4,2.3,5.3,32,0,14.1,6.6,130000,40000,6600000,6110000,638943.6955,11.56,171,0.5,CR,1
547,18.6,4.9,11,45,43,11.4,12.4,330000,810000,6060000,14220000,1605144.255,4.23,7,0.4,CR,0
548,13.8,5,12,83,20,10.1,3.9,760000,260000,8800000,8430000,3709430.049,2.65,145,0.4,CR,0
549,19.1,2.1,5.4,32,0,4,2.7,60000,30000,520000,710000,273931.7972,2.17,135,0.7,CR,1
550,27.3,5.2,12.4,85,43,7.3,4.2,800000,420000,4750000,6930000,3866855.625,1.36,174,1.1,CR,0
551,17.4,5.9,12.4,62,49,4.8,6.8,310000,150000,1470000,4300000,1549967.551,1.07,108,0.9,CR,0
552,19.7,5.5,12.4,68,22,11.7,3.7,870000,390000,9700000,8830000,4254799.89,2.54,116,0.7,CR,0
553,29.5,2.2,4.8,32,0,5.6,3.7,100000,100000,1040000,1360000,489532.2353,2.38,23,0.6,CR,1
554,29.7,4,9.6,31,27,12.8,8.5,360000,720000,5290000,9460000,1734342.776,3.4,20,0.3,CR,0
555,35,4.7,10.1,52,27,1.8,1.2,340000,230000,170000,240000,1778229.818,0.11,112,0.5,CR,0
556,28.3,2,4.9,43,40,12,9.9,150000,130000,6450000,14230000,718891.2,10,141,0.7,CR,0
557,34.9,1.8,3.9,32,0,3.4,3.9,30000,20000,370000,870000,167111.7198,2.57,160,0.5,CR,1
558,39.6,7.3,17.6,75,26,5.1,3.6,750000,700000,2000000,3180000,3652936.694,0.62,16,0.2,CR,0
559,35.7,6.6,15.7,86,56,6.2,6.4,990000,1560000,3430000,7180000,4797600.3,0.8,149,0.3,CR,0
560,37.8,6.4,15.2,66,29,6.6,4.5,540000,540000,3000000,5050000,2607678.563,1.28,4,0.2,CR,0
561,36,3.5,8.7,51,28,6.1,6,280000,470000,1970000,4060000,1351681.785,1.63,99,0.4,CR,0
562,37.5,2.9,6.6,68,44,9.4,9.3,350000,540000,6280000,15930000,1684986.783,4.14,5,0.6,CR,0
563,42.2,5.1,12,65,52,4.8,7,210000,120000,1540000,4200000,1034948.571,1.68,51,0.9,CR,0
564,49.6,2.9,6.6,32,0,2.8,4.6,80000,40000,250000,840000,388362.24,0.75,162,0.6,CR,1
565,47.5,4.8,12.2,63,56,2.1,0,250000,730000,300000,260000,1152002.25,0.28,153,0.6,CR,1
566,51.5,4.3,10.8,54,81,5.5,5.3,260000,280000,1700000,5620000,1255955.96,1.51,64,0.5,CR,0
567,50.2,4.8,10.2,35,16,2.7,2.2,250000,220000,270000,510000,1234288.125,0.24,30,0.4,CR,0
568,44.8,4.1,10.4,82,53,2.2,2.3,460000,590000,400000,870000,2303888.4,0.2,49,0.8,CR,0
569,47.6,6,14.8,65,21,6.9,2.4,860000,620000,3220000,2380000,4177777.5,0.86,167,1.4,CR,0
570,51.3,1.7,5,32,0,7.2,8,80000,120000,1730000,3830000,388298.3226,4.96,26,0.9,CR,1
571,52.1,8.5,21.2,64,20,8,4.1,1040000,890000,4260000,4900000,5058995.745,0.94,158,0.6,CR,0
572,50,7.3,18.8,134,33,9.8,2.5,3110000,1520000,13520000,6520000,14941326.96,1,166,0.7,CR,0
573,53,6.1,17.2,25,38,17.7,13.4,90000,160000,8220000,15480000,455345.1302,19.97,172,0.6,CR,0
574,53.7,3.7,9.2,37,28,6.1,3.1,290000,190000,1430000,1900000,1427169.616,1.12,123,0.8,CR,0
575,52.5,7.4,17.2,57,35,2.1,0,220000,130000,270000,170000,1080891,0.27,14,0.6,CR,1
576,49.9,4.9,11.8,40,28,6.3,5.7,210000,320000,1650000,2920000,1035507.64,1.78,61,0.4,CR,0
577,50.6,5.3,14.1,61,21,7.1,4.6,560000,620000,3240000,4360000,2704611.068,1.32,177,0.3,CR,0
578,49.6,5.5,12.9,47,29,2.1,3.5,450000,820000,230000,660000,2005337.25,0.12,22,0.8,CR,0
579,50.7,4.4,11.4,32,0,1.7,2.4,170000,360000,100000,280000,825917.5385,0.13,142,0.3,CR,1
580,55.5,1.9,4.9,40,28,3.8,3.3,90000,110000,590000,1320000,427129.6815,1.57,98,0.4,CR,0
581,59.3,5.3,15.7,32,0,8.2,6.3,280000,570000,2210000,3390000,1403427.236,1.78,166,0.4,CR,1
582,58.4,5.3,11.9,22,23,9.6,8.6,480000,760000,2130000,4400000,2330644.277,1.01,176,0.4,CR,0
583,60.1,5.2,12.9,78,22,2.9,2.8,770000,600000,670000,1280000,3807963.9,0.2,35,0.3,CR,0
584,55,7.2,17.3,68,50,3.3,5.2,200000,250000,790000,2440000,934504.0435,0.92,11,0.9,CR,0
585,57.3,6.5,15,44,31,3.7,5.4,150000,370000,610000,1450000,743978.6809,0.94,166,0.6,CR,0
586,58.1,6.3,15.7,32,0,6.3,4.1,470000,310000,1330000,1730000,2268558.277,0.65,13,0.2,CR,1
587,56.6,1.5,4.1,32,0,4.7,4.2,30000,30000,730000,1310000,127634.1649,6.43,135,0.3,CR,1
588,54.3,4.8,11.4,85,30,4.9,2.6,530000,140000,2070000,2470000,2632696.5,0.9,148,1,CR,0
589,57.5,2.7,6.3,48,50,5.4,5.4,130000,250000,1460000,2920000,634776.75,2.56,16,0.4,CR,0
590,59.1,1.5,4,19,20,4.7,2.5,50000,40000,440000,750000,257821.8571,1.89,5,0.7,CR,0
591,62.3,3.3,8,50,55,5.6,4.6,430000,820000,1640000,3020000,2092468.966,0.87,40,1.1,CR,0
592,61.4,5.5,14.7,57,40,15.6,13.2,600000,2050000,14300000,24780000,2960447.559,5.44,102,0.2,CR,0
593,68.3,6.5,18.7,92,31,8.5,3.2,1380000,870000,7020000,5220000,6595869.231,1.17,27,0.6,CR,0
594,61.5,8.7,23.1,83,35,6.6,2.7,1040000,1250000,3810000,4210000,4997109.857,0.84,63,0.8,CR,0
595,64.8,7.2,17.5,32,0,5.6,6.9,690000,1150000,1030000,2560000,3426725.647,0.34,6,0.2,CR,1
596,64.4,6.9,18,115,61,7.1,6.1,800000,1390000,6060000,11550000,3845994.943,1.75,36,0.5,CR,0
597,69.6,2.4,6.7,37,13,3.3,1.8,140000,60000,420000,460000,677973.5217,0.69,115,0.7,CR,0
598,66.7,3.2,9.2,59,72,10.5,15.1,50000,100000,6790000,17820000,252322.5777,29.93,51,0.5,CR,0
599,69,3.6,9.4,32,0,5.2,10.3,340000,680000,910000,3580000,1646868.984,0.61,67,5.6,CR,1
600,67.3,6.4,17.6,104,45,5,5.3,660000,880000,2740000,5570000,3177473.684,0.95,68,0.3,CR,0
601,67.2,5,12.3,46,34,9,4.6,530000,590000,3830000,4430000,2590350.898,1.67,65,0.7,CR,0
602,61.3,4.7,11.1,52,94,5,10.2,180000,350000,1350000,6250000,898392.8571,1.68,117,1,CR,0
603,68.4,5.3,15.4,57,53,10.3,9.4,430000,960000,6190000,12910000,2140462.784,3.28,174,0.4,CR,0
604,69,1.5,3.7,36,13,4.6,3.2,110000,90000,790000,1170000,539270.3415,1.64,61,0.4,CR,0
605,85.7,1.4,4.3,32,0,7.7,5.2,90000,40000,1960000,2640000,431910.2118,5.1,164,0.3,CR,1
606,68.6,4.8,12.5,36,16,5,2.3,330000,230000,940000,1180000,1607538.462,0.65,174,3.4,CR,0
607,74,5.2,11.4,67,40,8.8,6.5,660000,730000,5450000,7330000,3153835.225,1.91,78,0.5,CR,0
608,68.8,4.6,13.3,37,29,3.6,5.6,260000,160000,520000,1590000,1237161.6,0.45,95,0.6,CR,0
609,77,1.9,4.5,32,0,3.3,3.5,30000,10000,370000,760000,122974.2492,3.29,3,0.6,CR,1
610,79.6,1.4,4.4,32,0,4.8,4.4,30000,30000,770000,1410000,163044.2057,5.25,130,0.5,CR,1
611,78,1.7,4.7,32,0,5.3,3.9,170000,140000,930000,1360000,855409.5738,1.22,158,2,CR,1
612,89.8,1.9,6.7,16,26,2.7,3.1,30000,30000,120000,290000,165145.1707,0.82,89,0.9,CR,0
613,94.9,1.5,5.1,32,0,1.9,1.5,20000,10000,120000,190000,109039.6098,1.23,124,0.7,CR,1
614,95.2,1.2,4.2,32,0,8.5,9.2,20000,40000,2380000,5140000,114759.8119,23.39,105,0.7,CR,1
615,-82.5,1.8,5,32,0,3.7,1.6,80000,30000,440000,390000,379560.3582,1.34,179,0.2,CR,1
616,-74.6,1.2,3.9,32,0,7.5,3.4,60000,40000,1880000,1710000,291464.4351,7.17,51,0.6,CR,1
617,-57.9,1.8,5.4,32,0,5.8,2.9,40000,10000,1090000,1080000,183793.1294,6.8,49,0.7,CR,1
618,-62.6,1.8,5.5,32,0,6.2,3.5,60000,20000,1250000,1420000,307785.1034,4.64,21,0.4,CR,1
619,42.9,2,5.1,34,21,7.1,4.4,120000,60000,1780000,3260000,608527.3211,3.27,123,0.8,CR,0
620,68.6,3.5,9.4,53,30,5.5,2.7,470000,200000,1660000,2270000,2297991.667,0.81,86,0.6,CR,0
621,68.3,1.8,4.8,35,22,8.9,6.6,130000,150000,2850000,4060000,650242.0909,4.95,19,1,CR,0
622,40.6,2.4,6.7,32,0,2.9,2.6,30000,10000,270000,490000,127011.5122,2.46,157,0.8,CR,1
623,98.5,1.7,6.3,32,0,6,3.2,50000,10000,1190000,1250000,231396.5398,5.78,100,0.5,CR,1
624,-6.5,11.3,27,49,23,11.3,6.4,1440000,1800000,6550000,7670000,6984765.779,1.04,165,0.8,CR,0
625,-7,1.6,4,32,0,4.1,2.6,70000,40000,560000,710000,315416.7273,1.98,39,0.4,SA,1
626,-1.3,2.1,6.1,32,0,5.5,2.7,100000,40000,1010000,1000000,464400,2.42,128,0.6,SA,1
627,-1.8,2.5,6.5,44,18,9.9,3.1,220000,140000,4530000,3510000,1051836.731,4.76,153,0.4,SA,0
628,5,1.5,3.7,32,0,4,4.2,30000,30000,530000,1120000,135098.1818,4.4,109,0.7,SA,1
629,2.1,1.7,4.7,32,0,5,2.2,50000,40000,820000,730000,249008.0429,3.73,113,0.6,SA,1
630,4.5,12,31.9,93,12,10,2.1,4270000,1020000,9600000,4170000,20764038.46,0.52,89,0.5,CR,0
631,6.3,8.3,21.2,54,45,14.5,12.8,810000,2590000,11900000,28290000,3888322.566,3.39,134,0.8,CR,0
632,11.5,6.4,13.8,62,43,10.9,13.5,210000,240000,7740000,20190000,994439.7,8.6,163,0.9,CR,0
633,6.6,8.7,22.3,60,27,7.4,5.1,1080000,1400000,3430000,4760000,5225454.247,0.73,108,0.3,CR,0
634,9.2,4.5,11.2,21,14,6.8,2.4,290000,110000,990000,980000,1409221.8,0.8,139,0.7,CR,0
635,7.4,2.9,7.4,41,28,3.4,5.1,110000,150000,510000,1570000,534240.3495,1.03,101,0.6,CR,0
636,14.4,2.2,5.1,32,0,3.5,2.6,30000,30000,400000,590000,147763.6364,3.08,179,0.6,CR,1
637,13.4,6.1,13.4,56,50,8.1,7.3,390000,700000,3820000,6020000,1921486.378,2.22,27,1.2,CR,0
638,12.9,5.2,11.7,86,18,12.9,3.4,1170000,410000,14970000,9480000,5651487.367,2.94,146,0.5,CR,0
639,20.7,3.5,8.2,32,0,3.5,2,300000,190000,400000,460000,1468103.226,0.31,148,0.2,SA,1
640,20.3,6.4,15.5,51,25,7,2.8,1060000,550000,2570000,2040000,5180962.5,0.56,108,0.4,CR,0
641,23.1,2.2,5.6,32,0,4.9,3.9,50000,20000,780000,1260000,242396.6087,3.68,59,0.6,CR,1
642,28.6,6.6,15.7,46,32,13.6,5.8,1120000,580000,8850000,9090000,5427458.11,1.82,43,1.5,SA,0
643,23.4,8.8,21.8,68,22,12.7,4.1,1780000,1770000,11430000,7850000,8603731.703,1.48,78,0.6,SA,0
644,36.3,5.7,14.4,53,43,31,23.7,700000,330000,52750000,95010000,3430000.754,17.24,92,0.6,CR,0
645,21.4,10.5,25.9,44,31,11.5,6.1,1240000,2110000,6040000,6670000,6032016.964,1.12,164,1,CR,0
646,23.2,11.1,28.6,71,22,13.6,5.7,1530000,1930000,13630000,9930000,7473744,2.04,10,0.6,CR,0
647,11.3,8.3,20.1,71,44,24.2,10.3,1700000,2520000,43120000,55080000,8280427.245,5.83,68,0.5,CR,0
648,23.3,4.8,11.2,100,34,6.2,3.7,790000,720000,3930000,4960000,3914810.526,1.14,8,0.5,CR,0
649,25.9,7.9,18.4,94,32,9.7,2.9,2360000,2180000,9140000,7460000,11537548.38,0.89,126,0.3,CR,0
650,27.5,4.7,12.1,91,45,26.2,19.6,430000,730000,65170000,109010000,2075052.144,34.95,98,0.3,CR,0
651,27.6,2.1,5.1,32,0,10,7.5,510000,500000,3300000,4970000,2493422.819,1.49,107,0.2,SA,1
652,30.6,7.4,17.9,54,34,8.2,4.8,900000,1530000,3810000,5550000,4345922.227,0.97,18,0.3,SA,0
653,36.6,8.1,20.2,104,38,11,5.6,1730000,630000,13160000,15890000,8396565.517,1.74,41,1.4,CR,0
654,35,4.8,10.8,81,39,6.9,3.4,1030000,1190000,4060000,4520000,4920101.11,0.91,61,0.8,CR,0
655,27.9,1.9,4.4,32,0,5.6,3.4,100000,110000,1020000,1260000,491597.7722,2.37,11,0.6,SA,1
656,41.8,3.3,8,36,21,4.5,3.3,120000,80000,760000,1120000,575761.2245,1.47,102,0.5,CR,0
657,34.9,7.3,15.6,61,41,17.1,13.7,1090000,780000,18510000,37000000,5337311.497,3.88,95,0.3,CR,0
658,36.2,5.8,13.8,64,39,12.2,8.3,620000,630000,9860000,15250000,3038298.725,3.64,42,0.2,CR,0
659,40.7,7.2,17.5,86,65,5.5,6.1,720000,1440000,2750000,4580000,3432206.25,0.88,72,0.3,SA,0
660,39.4,2.9,7.3,70,48,4,6.8,310000,310000,1140000,4060000,1512000,0.86,57,1,CR,0
661,40.5,5.6,12.8,32,0,4.2,5.5,120000,90000,600000,1530000,579965.7345,1.13,94,0.1,CR,1
662,56.3,1.6,4.2,79,33,6.4,4.1,140000,150000,3400000,4520000,679350.8571,5.53,151,0.6,SA,0
663,44.9,3.3,8.6,45,40,1.8,1.5,120000,60000,150000,270000,626940,0.27,3,0.9,SA,0
664,47.9,2.2,5.6,33,23,2.4,5.4,70000,120000,190000,860000,329377.4328,0.67,147,0.6,SA,0
665,45.5,1.8,4.5,37,21,11.2,5.7,140000,140000,4870000,6220000,697092.6365,7.73,173,0.4,CR,0
666,46.9,4.9,11.5,53,34,11.1,13.8,410000,150000,6820000,18480000,1964114.231,3.86,1,0.5,CR,0
667,48,4.8,12.2,32,0,13.6,10.2,620000,1030000,6120000,9200000,3054059.52,2.25,68,0.2,CR,1
668,50.3,5.5,13.2,43,16,8,1.5,660000,160000,2840000,1170000,3227345.455,0.99,99,0.5,CR,0
669,50,4.1,10.4,34,42,2.3,2.3,180000,230000,180000,490000,907902,0.23,57,1.1,CR,0
670,45.7,1.6,3.9,32,0,3.5,3.6,30000,40000,410000,850000,153754.0541,2.96,20,0.6,SA,1
671,54.7,3.3,8.6,91,43,7.8,6.9,650000,820000,5760000,10450000,3135515.532,2.05,170,1.1,CR,0
672,56.2,6.2,14.7,70,27,7.7,2.8,800000,410000,4320000,3650000,3854798.64,1.25,76,0.5,CR,0
673,60.2,2.7,6.5,32,0,7.4,4.4,250000,160000,1800000,2130000,1218229.653,1.67,165,0.3,CR,1
674,72.6,1.7,5.2,32,0,8.1,5.9,90000,80000,2150000,3160000,459047.5932,5.31,92,0.4,CR,1
675,68,3.4,8.6,66,64,8.7,11.1,710000,780000,5190000,13640000,3472947.269,1.67,67,0.8,CR,0
676,-90,1.6,4.9,32,0,1.8,0.9,30000,10000,110000,110000,125388,0.96,24,0.8,CR,1
677,-5.5,1.8,5.1,32,0,7.5,3.1,50000,20000,1860000,1510000,236135.5932,8.85,129,0.5,SA,1
678,35.6,1.9,4.4,24,31,6.4,4.7,50000,40000,1000000,2120000,250837.2396,4.55,165,0.9,IA,0
679,41.9,3.2,7.5,46,29,6.4,3.3,240000,150000,1940000,2530000,1163569.021,1.88,128,0.6,SA,0
680,42.3,2.5,6.7,39,33,8.5,8.1,150000,180000,2950000,6700000,706567.5486,4.63,17,0.5,IA,0
681,61.9,1.7,4.7,24,15,6.8,3.1,120000,50000,1160000,1290000,583000.6154,2.21,90,0.7,IA,0
682,9.3,1.9,4.9,31,10,9.6,4.1,150000,30000,3000000,3080000,724220.6463,4.58,177,0.8,SA,0
683,25,1.8,4.3,32,0,6.9,4.1,170000,60000,1560000,1870000,830425.6901,2.13,148,0.3,SA,1
684,34.4,2.5,6.1,52,12,6.7,2.9,350000,80000,2460000,2230000,1672900.667,1.62,21,0.7,SA,0
685,46.4,1.7,4.2,32,0,6.1,7,30000,30000,1230000,2840000,143703.3181,9.62,162,0.9,SA,1
686,48.8,1.8,4.6,24,11,7.1,2.9,70000,30000,1290000,1420000,348541.995,4.03,150,0.7,SA,0
687,85.1,1.6,4.5,32,0,6,2.6,40000,20000,1180000,1010000,186018.3588,7.19,153,0.5,SA,1
688,86.4,1.8,5.5,43,12,6.4,3,100000,20000,1830000,1980000,462634.8597,4.42,103,0.8,SA,0
689,96.4,1.8,5.9,32,0,6.2,2.5,90000,30000,1260000,1040000,421275.1858,3.39,122,0.4,SA,1
690,109.2,1.2,4.4,32,0,2.9,1.8,20000,10000,280000,350000,115721.6,2.7,72,0.5,CR,1
691,-7.4,2.8,7,79,28,4.7,2.9,310000,150000,1860000,3000000,1457606.266,1.39,96,0.4,IA,0
692,-4.9,4.6,12,49,13,5.4,1.6,480000,90000,1470000,930000,2336455.268,0.71,121,0.5,IA,0
693,1.2,2.1,5.5,56,38,5.4,4.1,200000,240000,1700000,3130000,977250.8041,1.94,113,0.4,IA,0
694,2.5,2.5,6.1,62,31,5.3,2.9,320000,290000,1780000,2320000,1592105.811,1.27,114,0.6,IA,0
695,5.3,2.2,5.5,29,22,4.2,5.1,110000,140000,530000,1070000,549927,1.08,159,0.6,IA,0
696,-0.7,2.6,6.4,52,14,5.8,1.7,320000,110000,1780000,1350000,1611836.571,1.26,116,0.7,IA,0
697,4.6,3.9,10.1,92,38,2,1.1,540000,440000,400000,540000,2513223.529,0.17,129,0.3,IA,0
698,-1.8,1.8,4.5,53,30,4.5,5.1,220000,170000,1090000,2560000,1093020.395,1.14,65,0.9,IA,0
699,2.1,2.1,5.2,48,22,13.4,4.8,280000,140000,9000000,8260000,1365145.932,7.33,117,0.6,IA,0
700,8,3.3,8.4,38,40,6.7,9.2,90000,190000,1740000,5610000,450103.8682,4.4,26,0.4,IA,0
701,2.7,2,4.8,51,50,8.4,6.2,260000,180000,3760000,8470000,1266038.836,3.3,78,0.4,IA,0
702,15.7,1.8,4.6,32,0,5.2,4.3,130000,80000,910000,1490000,639866.293,1.57,99,0.4,IA,1
703,33.5,2,4.5,32,0,10.2,4.7,50000,30000,3440000,3170000,225644.7215,17.13,115,0.4,IA,1
704,3.9,1.9,5.1,32,0,5,2.3,80000,40000,830000,760000,376032.3887,2.47,146,0.3,IA,1
705,29.6,3.3,8.1,106,25,6,2.1,710000,290000,4020000,2950000,3407981.538,1.3,78,0.6,IA,0
